iter	RMSE
248	0.07303569625
249	0.07287731954
250	0.07283035722
251	0.07263563095
252	0.07261849104
253	0.07247375765
254	0.07232042023
255	0.072303672
256	0.07224989978
257	0.07205390218
258	0.07197748254
259	0.07179948424
260	0.07170713091
261	0.07156179741
262	0.07136347222
263	0.07129047987
264	0.07109613245
265	0.07104153542
266	0.07084071191
267	0.07070937401
268	0.07057260723
269	0.07039337981
270	0.07022240634
271	0.0701811609
272	0.07016587305
273	0.0700640578
274	0.0699351985
275	0.06991688318
276	0.06983776856
277	0.06962473133
278	0.06954755086
279	0.06934913679
280	0.06919027201
281	0.06916562373
282	0.06914905269
283	0.06907857182
284	0.06904197113
285	0.06895440106
286	0.0688138759
287	0.06872662214
288	0.06862710324
289	0.06840703388
290	0.06836470899
291	0.06830131241
292	0.06808249578
293	0.06793028364
294	0.06789898152
295	0.06783760849
296	0.06777461249
297	0.06773554128
298	0.06756059393
299	0.06742971113
300	0.06727739649
301	0.06710669225
302	0.06692395064
303	0.06680891099
304	0.06676781784
305	0.06658193335
306	0.06641654233
307	0.06629578853
308	0.06626123782
309	0.06605893503
310	0.06604552363
311	0.06596504956
312	0.06588446622
313	0.06574891718
314	0.06563948236
315	0.06555864103
316	0.0653935543
317	0.06527429399
318	0.06512515166
319	0.0649310659
320	0.06491395486
321	0.06477818472
322	0.06474029781
323	0.0646348578
324	0.0645236349
325	0.06440258227
326	0.06422028491
327	0.06406697734
328	0.06391921087
329	0.0637607243
330	0.06360620898
331	0.06345438876
332	0.06335892807
333	0.06326334692
334	0.06317862826
335	0.06308959518
336	0.06295962034
337	0.06287314042
338	0.06278073148
339	0.06265166507
340	0.06262649814
341	0.06246980394
342	0.06234035941
343	0.06228286543
344	0.06214537332
345	0.06197524649
346	0.06179768407
347	0.0617736919
348	0.06168519668
349	0.06146611227
350	0.06137960418
351	0.06133897936
352	0.06118403384
353	0.06106901936
354	0.06098250142
355	0.06088995124
356	0.06086618097
357	0.0607537454
358	0.06060975451
359	0.06047002836
360	0.06033647852
361	0.06020658321
362	0.06003046281
363	0.05987977943
364	0.05975941008
365	0.05962254938
366	0.05950040757
367	0.05938183853
368	0.05925914416
369	0.05913625333
370	0.05902425323
371	0.05900396136
372	0.05898471874
373	0.05888431406
374	0.05886520599
375	0.05883166392
376	0.05877620526
377	0.05868078952
378	0.05855500374
379	0.05842884346
380	0.05841482829
381	0.05840443322
382	0.05831323609
383	0.05829765691
384	0.05817713508
385	0.0580901866
386	0.05802834261
387	0.05786105558
388	0.05775534518
389	0.05772173362
390	0.05760844633
391	0.0575037512
392	0.05749243024
393	0.05733672162
394	0.05718473515
395	0.05715939726
396	0.05712995725
397	0.05698378934
398	0.05694739457
399	0.05679848981
400	0.05668947118
401	0.05658296359
402	0.05656947139
403	0.05655376803
404	0.05644501402
405	0.05637052371
406	0.0563567488
407	0.05620742535
408	0.0561414123
409	0.05612338185
410	0.05602761792
411	0.05590830454
412	0.05578228144
413	0.05565140201
414	0.05564201609
415	0.05551151094
416	0.05547843574
417	0.05537357751
418	0.05533521059
419	0.05532601639
420	0.05527189701
421	0.05511811507
422	0.05506651021
423	0.05503507242
424	0.05491169926
425	0.05480194394
426	0.05468258236
427	0.05457288988
428	0.05456228428
429	0.05442294326
430	0.05441043335
431	0.05429625955
432	0.05414513262
433	0.05412865152
434	0.05405374446
435	0.05404369795
436	0.05401488798
437	0.05395537559
438	0.05392076886
439	0.05385737538
440	0.05377386217
441	0.05363906923
442	0.05355587389
443	0.05344028795
444	0.05332126633
445	0.05324443253
446	0.05322850691
447	0.05314512035
448	0.05301747509
449	0.05289240162
450	0.0527916819
451	0.05261434133
452	0.05254675924
453	0.05245139884
454	0.05244558661
455	0.05235901465
456	0.05225793965
457	0.05223995754
458	0.05213630467
459	0.05198535151
460	0.05192789691
461	0.05181732457
462	0.0517071929
463	0.05162839154
464	0.05160335217
465	0.05152664017
466	0.05145117456
467	0.05142272886
468	0.05132154854
469	0.05118579834
470	0.05104338676
471	0.05100068191
472	0.05090083894
473	0.05079974504
474	0.05070201207
475	0.05060639245
476	0.05053004463
477	0.05042168583
478	0.05041202138
479	0.05040336853
480	0.05032707924
481	0.05021131917
482	0.05007494099
483	0.05000093786
484	0.04984929208
485	0.04976316336
486	0.04966668149
487	0.04958177227
488	0.04948936893
489	0.04937049667
490	0.04928081644
491	0.04917820704
492	0.04911467725
493	0.0490836889
494	0.04902376827
495	0.04893816078
496	0.0488869518
497	0.04887540021
498	0.04883277738
499	0.0487648007
500	0.04870302051
501	0.04864665038
502	0.04855048153
503	0.04848206732
504	0.04844938991
505	0.04838012716
506	0.04829165921
507	0.04817471081
508	0.04816512178
509	0.04805451532
510	0.04795299496
511	0.04792156541
512	0.04791399218
513	0.04779949762
514	0.04777546665
515	0.04764872764
516	0.04755767938
517	0.04748070764
518	0.04737161
519	0.04736491851
520	0.04728156158
521	0.04717407163
522	0.04712275069
523	0.04707325574
524	0.0469909056
525	0.04691602995
526	0.04690863979
527	0.04687925641
528	0.04687204136
529	0.0468084299
530	0.04673568846
531	0.04664355595
532	0.04654363079
533	0.04645176685
534	0.04637270124
535	0.04626251123
536	0.04625285107
537	0.04616637773
538	0.04607710757
539	0.04599614349
540	0.04583817146
541	0.04574774542
542	0.04565428419
543	0.04558842458
544	0.04551083176
545	0.04541099391
546	0.04528968227
547	0.04519599677
548	0.04512204255
549	0.04506979307
550	0.04502392771
551	0.04492418648
552	0.04480329843
553	0.04469905795
554	0.04463203254
555	0.0445175206
556	0.04443762743
557	0.0444048211
558	0.04432352946
559	0.04422444461
560	0.04416486771
561	0.04404201956
562	0.04396378951
563	0.04393400118
564	0.04391077571
565	0.04386058756
566	0.04376879624
567	0.04371585811
568	0.04367332989
569	0.0436124512
570	0.04353211574
571	0.04352841789
572	0.04343852135
573	0.04333239724
574	0.04325334193
575	0.0432472128
576	0.0431604872
577	0.04309442258
578	0.0430427688
579	0.04296114718
580	0.04286743069
581	0.04276353006
582	0.04267830863
583	0.04259566356
584	0.04249329744
585	0.04245118747
586	0.04241495823
587	0.04234834672
588	0.04228102837
589	0.04221196121
590	0.04215120149
591	0.04206932041
592	0.04202154708
593	0.04192180062
594	0.04185131461
595	0.04178633143
596	0.04169073422
597	0.04161739999
598	0.04161193346
599	0.0415415631
600	0.04152926845
601	0.04142634137
602	0.0413514637
603	0.04127758794
604	0.04119534688
605	0.04115707394
606	0.04113695707
607	0.04105416325
608	0.04096826205
609	0.04091747418
610	0.04085514945
611	0.04084982495
612	0.04078952634
613	0.04073075465
614	0.04066261867
615	0.04065611264
616	0.04060637768
617	0.04060195125
618	0.0405367851
619	0.04045141396
620	0.04034828645
621	0.0402596023
622	0.04018959197
623	0.04013569052
624	0.04009182158
625	0.0400796431
626	0.04003645146
627	0.0400086332
628	0.03992992655
629	0.03984105215
630	0.03976425345
631	0.03969009618
632	0.03963008476
633	0.03959609166
634	0.03954109078
635	0.03949208778
636	0.03939447322
637	0.03934294003
638	0.03933850957
639	0.03933506357
640	0.03931106357
641	0.03923045419
642	0.03916636031
643	0.03910577451
644	0.03908094329
645	0.03899246176
646	0.03898899449
647	0.03891449598
648	0.03889303738
649	0.03888928933
650	0.03879967198
651	0.0387962334
652	0.03878690091
653	0.03872732674
654	0.03863040427
655	0.03862643891
656	0.03854138818
657	0.03849320069
658	0.03842351761
659	0.03841955472
660	0.03841500359
661	0.03835460418
662	0.03829389261
663	0.03828934249
664	0.03828380983
665	0.03828081679
666	0.03824732337
667	0.0381595931
668	0.03808179951
669	0.03807805459
670	0.03807457882
671	0.03806667962
672	0.03799509045
673	0.03797483743
674	0.03789607036
675	0.03780469809
676	0.03772772622
677	0.03766245546
678	0.03761551835
679	0.03756031188
680	0.03748479805
681	0.03737696915
682	0.03731865282
683	0.03727375436
684	0.03725358391
685	0.03722376719
686	0.0371883398
687	0.03713046018
688	0.03704254869
689	0.03699733021
690	0.03693412689
691	0.03689881475
692	0.03689395208
693	0.03684918625
694	0.03680205952
695	0.03673942697
696	0.03666647889
697	0.03659601691
698	0.03652610479
699	0.03644515008
700	0.03644025397
701	0.03643722626
702	0.03642908925
703	0.03637727098
704	0.03631595799
705	0.03631249284
706	0.03622884674
707	0.03621184637
708	0.03613948914
709	0.03611163344
710	0.03604366886
711	0.03604045852
712	0.03596100983
713	0.03595089338
714	0.03588262797
715	0.03582363743
716	0.03575697872
717	0.03571572099
718	0.03563081552
719	0.03553248504
720	0.03550627835
721	0.03547016628
722	0.03546734051
723	0.03543194747
724	0.03538848593
725	0.03538610687
726	0.0353559673
727	0.0352744286
728	0.03527041423
729	0.03519902275
730	0.03515710767
731	0.03511268946
732	0.03508450112
733	0.03507440798
734	0.03501876777
735	0.03499413098
736	0.03498232609
737	0.03497494181
738	0.03491473136
739	0.03487110222
740	0.03485066946
741	0.03478871136
742	0.03471105083
743	0.03470279784
744	0.03464663512
745	0.0345838874
746	0.03453260122
747	0.03443794646
748	0.03441994974
749	0.03437178855
750	0.03432385419
751	0.03426777344
752	0.03426484088
753	0.03421444566
754	0.03410952401
755	0.03402259888
756	0.03402006876
757	0.03393472763
758	0.03387385779
759	0.03381189816
760	0.03381015899
761	0.03374794923
762	0.03370232621
763	0.03364177772
764	0.03362807393
765	0.03358722888
766	0.03354347716
767	0.03350981077
768	0.0335038393
769	0.03347934111
770	0.03344017643
771	0.03341499163
772	0.03337466876
773	0.03330597788
774	0.03325709022
775	0.03319568139
776	0.03311595412
777	0.03306844072
778	0.03301737242
779	0.03296409668
780	0.03288984684
781	0.0328197779
782	0.03281632263
783	0.03275776756
784	0.03269967382
785	0.03265030281
786	0.03260695934
787	0.03254636602
788	0.03252301675
789	0.03248615555
790	0.03241725264
791	0.03234603344
792	0.03226075331
793	0.0322022672
794	0.03213941386
795	0.03212917957
796	0.03207819577
797	0.03203243894
798	0.03198102962
799	0.03193255573
800	0.03192959856
801	0.03188239327
802	0.0318457297
803	0.03175599586
804	0.03170201748
805	0.03164290011
806	0.03158210928
807	0.03152343336
808	0.03144948109
809	0.03137354575
810	0.03129828607
811	0.0312450171
812	0.03122092288
813	0.03117677736
814	0.0311281972
815	0.03108917986
816	0.03103913695
817	0.03103627085
818	0.03098487629
819	0.0309449981
820	0.03092509361
821	0.03087014376
822	0.03085574924
823	0.03083055241
824	0.03077583233
825	0.03074097623
826	0.03071676357
827	0.03069143708
828	0.03068930148
829	0.03061391504
830	0.03056089396
831	0.03050861733
832	0.03046935182
833	0.03039433625
834	0.03036180366
835	0.03033392687
836	0.03031841066
837	0.03031462915
838	0.03027799885
839	0.03023956091
840	0.03018593829
841	0.03015203859
842	0.03010117779
843	0.0300879386
844	0.03000789138
845	0.02995917205
846	0.02994201868
847	0.02988539937
848	0.02986335456
849	0.02983245215
850	0.02977515659
851	0.02974811938
852	0.02969703969
853	0.02965653823
854	0.02962521178
855	0.02957880383
856	0.02953036132
857	0.02952876409
858	0.02949702573
859	0.02942882505
860	0.02937851855
861	0.0293344156
862	0.02926887595
863	0.02926195547
864	0.02920293115
865	0.02916696553
866	0.02912876248
867	0.02907549529
868	0.02906578808
869	0.02902401271
870	0.02900584484
871	0.02897543581
872	0.02892719179
873	0.02890718246
874	0.02881560665
875	0.02877635281
876	0.02870536262
877	0.02870326182
878	0.02865967109
879	0.02861588694
880	0.02859697274
881	0.02855938014
882	0.02852109624
883	0.02847048327
884	0.02843157906
885	0.0283922747
886	0.02834614808
887	0.02834480659
888	0.02830082309
889	0.02827267494
890	0.02819519658
891	0.02817255462
892	0.02812881579
893	0.02808713332
894	0.02801390926
895	0.02798546656
896	0.02794637911
897	0.0278734436
898	0.02783204532
899	0.0277937413
900	0.02774454724
901	0.02771709705
902	0.02770104612
903	0.02764557681
904	0.0276037769
905	0.02756304702
906	0.02753056777
907	0.02750333291
908	0.02747474213
909	0.02744353212
910	0.02742729402
911	0.02735338445
912	0.02734416925
913	0.02728844347
914	0.02725782587
915	0.02721263913
916	0.02719086574
917	0.02714523697
918	0.0271041672
919	0.02706036473
920	0.02701875054
921	0.02697773182
922	0.02695786584
923	0.02689831591
924	0.026864749
925	0.02681519051
926	0.02674341244
927	0.0266853945
928	0.02665672383
929	0.02660825785
930	0.02656137974
931	0.02653589978
932	0.02649867845
933	0.02646486379
934	0.02642386784
935	0.02642139958
936	0.02638246391
937	0.02634785745
938	0.02634671811
939	0.02634543354
940	0.0263178919
941	0.0262969497
942	0.0262861619
943	0.02623807436
944	0.02620510654
945	0.02616523934
946	0.02611863921
947	0.02609786725
948	0.02604992095
949	0.02601778383
950	0.02598632625
951	0.02596031485
952	0.02593293371
953	0.0259044965
954	0.02585862495
955	0.02584175556
956	0.02580672658
957	0.02580222571
958	0.0257682762
959	0.02573808157
960	0.02569907339
961	0.02564701742
962	0.02559716421
963	0.0255545461
964	0.02549950059
965	0.02546791037
966	0.02543240116
967	0.02539603855
968	0.02537049236
969	0.02533499703
970	0.02532542073
971	0.02530109332
972	0.02525584783
973	0.02520590861
974	0.02517775943
975	0.02517644415
976	0.02511516985
977	0.02508138464
978	0.0250433339
979	0.02503942048
980	0.02501864303
981	0.02495947752
982	0.02492924984
983	0.02488985442
984	0.02486157508
985	0.02483028341
986	0.02480137845
987	0.02476683384
988	0.02472484656
989	0.02469638136
990	0.02467694843
991	0.02463139846
992	0.0245853304
993	0.0245844487
994	0.02455842881
995	0.02452248878
996	0.02448698149
997	0.02446307426
998	0.02441734116
999	0.02433951135
